TACC:  Starting up job 4155449 
TACC:  Starting parallel tasks... 
rw_speed time=2022-03-14:12:46:36 np=56 nn=1 sim_nn=1 rank0host=c202-012.frontera.tacc.utexas.edu -prefix=/myfs/rw_speed -iosize=1048576 -filesize=104857600 -time=60.0 -tag=job1
rank=40  mbps_1sec_time_slices=(0.0,0.0,2.0,3.0,1.0,1.0,3.0,5.0,6.0,5.0,6.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,6.0,3.0,5.0,5.0,4.0,4.0,3.0,6.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,9.0,8.0,8.0,1.0)
rank=41  mbps_1sec_time_slices=(0.0,0.0,1.0,2.0,2.0,0.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,6.0,8.0,5.0,1.0)
rank=44  mbps_1sec_time_slices=(0.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,5.0,1.0)
rank=46  mbps_1sec_time_slices=(0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,5.0,1.0)
rank=49  mbps_1sec_time_slices=(0.0,0.0,0.0,4.0,2.0,1.0,5.0,7.0,8.0,6.0,7.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,9.0,8.0,8.0,1.0)
rank=50  mbps_1sec_time_slices=(0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,6.0,6.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,7.0,6.0,7.0,1.0)
rank=51  mbps_1sec_time_slices=(0.0,0.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,8.0,8.0,7.0,1.0)
rank=53  mbps_1sec_time_slices=(0.0,0.0,1.0,2.0,1.0,1.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,6.0,1.0)
rank=48  mbps_1sec_time_slices=(0.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,6.0,5.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,9.0,9.0,7.0,1.0)
rank=52  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,6.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,6.0,7.0,5.0,1.0)
rank=54  mbps_1sec_time_slices=(0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,7.0,6.0,6.0,1.0)
rank=55  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,5.0,1.0)
rank=1  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,0.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,1.0)
rank=8  mbps_1sec_time_slices=(0.0,0.0,1.0,3.0,1.0,2.0,3.0,5.0,4.0,6.0,4.0,6.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,6.0,5.0,8.0,9.0,7.0,1.0)
rank=9  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,6.0,5.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,3.0,7.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,9.0,8.0,8.0,1.0)
rank=10  mbps_1sec_time_slices=(0.0,0.0,2.0,2.0,1.0,3.0,3.0,6.0,5.0,7.0,6.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,6.0,5.0,4.0,6.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,4.0,2.0,3.0,2.0,4.0,4.0,9.0,8.0,8.0,1.0)
rank=12  mbps_1sec_time_slices=(0.0,0.0,2.0,0.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,6.0,5.0,1.0)
rank=13  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0)
rank=16  mbps_1sec_time_slices=(0.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,7.0,6.0,5.0,1.0)
rank=24  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,6.0,7.0,6.0,1.0)
rank=28  mbps_1sec_time_slices=(0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,1.0)
rank=29  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,6.0,1.0)
rank=30  mbps_1sec_time_slices=(0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,6.0,6.0,5.0,1.0)
rank=33  mbps_1sec_time_slices=(0.0,0.0,2.0,2.0,1.0,2.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,6.0,5.0,4.0,6.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,3.0,3.0,2.0,3.0,3.0,4.0,9.0,8.0,8.0,1.0)
rank=34  mbps_1sec_time_slices=(0.0,0.0,0.0,4.0,2.0,1.0,5.0,7.0,8.0,7.0,7.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,8.0,8.0,9.0,1.0)
rank=35  mbps_1sec_time_slices=(0.0,0.0,2.0,1.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,7.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,6.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,7.0,9.0,7.0,1.0)
